iter	Logloss
0	0.5417907884
1	0.421966971
2	0.3398087168
3	0.2719518169
4	0.2201710029
5	0.1863346803
6	0.1618374401
7	0.1431349284
8	0.1234256278
9	0.1103673216
10	0.09698278276
11	0.09150773733
12	0.08567914544
13	0.07668934932
14	0.07079307838
15	0.06638646584
16	0.06070747253
17	0.05615590222
18	0.05307348952
19	0.04943477041
20	0.04696357509
21	0.04332708362
22	0.04167051391
23	0.03996654277
24	0.03809420551
25	0.03701400547
26	0.03638412754
27	0.03480205463
28	0.03345022548
29	0.03163913906
30	0.03064590525
31	0.02952150579
32	0.02847277109
33	0.02764455885
34	0.02657004411
35	0.02577930261
36	0.02473768007
37	0.02428720416
38	0.02326693042
39	0.02257015656
40	0.0218606665
41	0.02064348917
42	0.02002719224
43	0.01959319793
44	0.01898555861
45	0.01866744751
46	0.01779868375
47	0.0173887077
48	0.01684674408
49	0.0163948884
50	0.015990322
51	0.01548461047
52	0.01494188363
53	0.014402893
54	0.01369750499
55	0.0132176837
56	0.01297881044
57	0.01233322373
58	0.0119022245
59	0.01148929493
60	0.01123188217
61	0.01106261779
62	0.0105985605
63	0.01046353251
64	0.01012557994
65	0.009564477997
66	0.009250639021
67	0.008789510603
68	0.008474942426
69	0.008341281707
70	0.008276290163
71	0.008066935393
72	0.007891587785
73	0.007558699769
74	0.007387391166
75	0.007271528423
76	0.006972798569
77	0.006863247649
78	0.006611855614
79	0.006415438233
80	0.006292688968
81	0.006129437355
82	0.006030237849
83	0.005884248537
84	0.005815222662
85	0.005695228422
86	0.005626647543
87	0.005411193858
88	0.005240271199
89	0.005170237062
90	0.004969344974
91	0.004874651547
92	0.004812225816
93	0.004766657013
94	0.0045792276
95	0.004449889836
96	0.004386535565
97	0.004339502089
98	0.004148979596
99	0.004050112042
100	0.003927793255
101	0.00385700298
102	0.003678204802
103	0.00366493665
104	0.003534206125
105	0.003462270012
106	0.003384404229
107	0.003303327244
108	0.003244422229
109	0.003210649123
110	0.003096188979
111	0.002995183869
112	0.002958105573
113	0.002945290749
114	0.00291366978
115	0.002838489563
116	0.002827636632
117	0.002804652405
118	0.002751921039
119	0.002711417048
120	0.002683837732
121	0.002619940033
122	0.002552292098
123	0.002500897787
124	0.002458941469
125	0.002409012939
126	0.002374239514
127	0.002332540904
128	0.00230413537
129	0.002266012201
130	0.002189139946
131	0.002138284708
132	0.002109955178
133	0.002098213721
134	0.002080259479
135	0.002061962647
136	0.00202859966
137	0.001977777612
138	0.001932388631
139	0.001874413751
140	0.001862493985
141	0.001856919811
142	0.001835211985
143	0.001805121105
144	0.001769118445
145	0.001769118445
146	0.001758223175
147	0.001684069507
148	0.001684069507
149	0.001657323203
150	0.001636644749
151	0.001629566154
152	0.001608000237
153	0.001570125283
154	0.001557454191
155	0.00154831599
156	0.001541732902
157	0.001528310018
158	0.001494742788
159	0.00148437433
160	0.001460792275
161	0.001433809746
162	0.001417618019
163	0.001404344327
164	0.00136522757
165	0.001341360043
166	0.001341343399
167	0.001333846129
168	0.001318342051
169	0.001301870285
170	0.001291598401
171	0.001266460451
172	0.001242385726
173	0.0012324133
174	0.001219840196
175	0.001205251265
176	0.001179578841
177	0.001170187739
178	0.001160307445
179	0.001147785113
180	0.001140869183
181	0.001126254052
182	0.001113074591
183	0.001096254638
184	0.001078258371
185	0.001078242468
186	0.0010648941
187	0.001047944885
188	0.001036656413
189	0.001022172232
190	0.0009962175583
191	0.0009847234208
192	0.0009703077695
193	0.0009703077695
194	0.0009593385722
195	0.0009495467859
196	0.0009360356115
197	0.0009360302877
198	0.0009360299315
199	0.0009291217979
200	0.0009291217979
201	0.0009291217979
202	0.0009176894871
203	0.0009089550902
204	0.0009089438209
205	0.000908921077
206	0.0009089448591
207	0.0009089247369
208	0.0009089369841
209	0.0009089369841
210	0.0009011860255
211	0.000874270568
212	0.000874253993
213	0.0008742783123
214	0.0008742783123
215	0.0008742507094
216	0.0008742579949
217	0.0008742282371
218	0.0008742373576
219	0.0008742504317
220	0.0008742413656
221	0.0008742314362
222	0.0008742340981
223	0.0008742260098
224	0.0008742316354
225	0.000874235752
226	0.0008742137324
227	0.0008742130262
228	0.0008742257321
229	0.0008742175714
230	0.0008742061029
231	0.0008742014168
232	0.0008741739668
233	0.0008741673311
234	0.0008741464825
235	0.0008741652125
236	0.0008741411949
237	0.0008741494704
238	0.0008741547218
239	0.0008741642406
240	0.0008741437844
241	0.0008741434705
242	0.0008741270787
243	0.000874123763
244	0.0008741153789
245	0.0008741215982
246	0.0008741109324
247	0.0008741055905
248	0.000852213639
249	0.000852213639
250	0.0008522366385
251	0.0008522366385
252	0.0008522346385
253	0.0008522346385
254	0.0008522346385
255	0.0008522346385
256	0.0008522175021
257	0.0008521917884
258	0.0008521917884
259	0.0008521917884
260	0.0008521917884
261	0.0008521917884
262	0.0008522102627
263	0.0008522102627
264	0.0008522102627
265	0.0008522102627
266	0.0008522075525
267	0.0008522075525
268	0.0008522069972
269	0.0008522069972
270	0.0008522069972
271	0.0008522047116
272	0.0008522047116
273	0.0008521957602
274	0.0008521957602
275	0.0008521957602
276	0.0008521957602
277	0.0008521957602
278	0.0008521957602
279	0.0008521957602
280	0.0008521957602
281	0.0008521957602
282	0.0008521957602
283	0.0008521900983
284	0.0008521900983
285	0.0008371237245
286	0.0008236103157
287	0.0008236074968
288	0.0008144359054
289	0.0008144447362
290	0.0008144248594
291	0.0008144199802
292	0.0008144055781
293	0.0008144220204
294	0.0008143912868
295	0.0008143879187
296	0.0008143879187
297	0.0008143776634
298	0.0008143833373
299	0.0008143643539
300	0.0008143602433
301	0.0008143525132
302	0.0008143500807
303	0.0008143359925
304	0.0008143131098
305	0.0008143409581
306	0.0008143252664
307	0.0008143252664
308	0.0008143149447
309	0.0008142976574
310	0.0008143099167
311	0.0008143117779
312	0.0008143004361
313	0.0008143004361
314	0.0008142978527
315	0.0008142961807
316	0.000814287863
317	0.0008142846337
318	0.0008142896497
319	0.0008041094042
320	0.0007958311669
321	0.0007875852986
322	0.000779007563
323	0.0007730114229
324	0.0007625737742
325	0.0007508364396
326	0.0007508364396
327	0.0007405465467
328	0.0007323646106
329	0.0007323646106
330	0.0007323646106
331	0.0007323842459
332	0.0007323619729
333	0.0007323438788
334	0.000732342913
335	0.000732350277
336	0.000732350277
337	0.0007323606349
338	0.0007323372593
339	0.0007323319697
340	0.0007323358047
341	0.0007323358047
342	0.000732321811
343	0.000732321811
344	0.000732321811
345	0.000732321811
346	0.000732321811
347	0.000732321811
348	0.000732321811
349	0.000732321811
350	0.000732321811
351	0.000732321811
352	0.000732321811
353	0.000732321811
354	0.000732321811
355	0.000732321811
356	0.000732321811
357	0.000732321811
358	0.000732321811
359	0.000732321811
360	0.000732321811
361	0.000732319306
362	0.0007323284325
363	0.0007323284325
364	0.0007323422249
365	0.0007322949686
366	0.0007323011978
367	0.0007323189257
368	0.0007322953851
369	0.0007322657782
370	0.0007322657782
371	0.0007322834961
372	0.0007322899426
373	0.0007322948137
374	0.0007322767097
375	0.0007322571046
376	0.0007322683437
377	0.0007322477306
378	0.0007322668528
379	0.0007322478975
380	0.0007322457728
381	0.0007322457728
382	0.0007322570421
383	0.0007322452537
384	0.0007322452537
385	0.0007322235782
386	0.0007322124235
387	0.0007322216044
388	0.0007322216044
389	0.0007322150552
390	0.0007322092184
391	0.0007322092184
392	0.0007322413604
393	0.0007322413604
394	0.0007321985164
395	0.0007321970014
396	0.0007321921242
397	0.0007321810299
398	0.0007321760441
399	0.0007321760441
400	0.0007321938385
401	0.0007321910257
402	0.0007321998504
403	0.0007322010899
404	0.000732174332
405	0.0007321598092
406	0.0007321705474
407	0.0007321618856
408	0.0007321630304
409	0.0007321472883
410	0.0007321339184
411	0.0007321339184
412	0.0007321339184
413	0.0007321351438
414	0.0007321362785
415	0.0007321199993
416	0.0007321199993
417	0.0007321199993
418	0.0007321222809
419	0.0007321140556
420	0.0007321241902
421	0.0007320877444
422	0.0007320908892
423	0.0007321046695
424	0.000732099225
425	0.0007320798734
426	0.0007320798734
427	0.0007320782497
428	0.0007320840141
429	0.0007320801752
430	0.0007320801752
431	0.0007320747729
432	0.000732057051
433	0.0007320418844
434	0.0007320620509
435	0.0007320352508
436	0.0007320322569
437	0.0007320322569
438	0.0007320378161
439	0.0007320455302
440	0.0007320120965
441	0.0007320120965
442	0.0007320150843
443	0.0007320189896
444	0.0007320020887
445	0.0007320029579
446	0.0007319864713
